Time_Seconds,SNR_dB,Label
0,25.0421,0
1,25.054,0
2,25.0253,0
3,25.0317,0
4,25.0153,0
5,24.9351,0
6,24.9543,0
7,25.0595,0
8,25.0025,0
9,24.9483,0
10,24.9584,0
11,24.8312,0
12,25.0588,0
13,24.8985,0
14,24.9409,0
15,25.0997,0
16,25.0661,0
17,25.126,0
18,24.924,0
19,25.0363,0
20,24.8918,0
21,25.0479,0
22,25.0124,0
23,24.8554,0
24,24.9981,0
25,25.0503,0
26,24.9601,0
27,24.9204,0
28,24.9052,0
29,24.9579,0
30,25.031,0
31,25.1178,0
32,24.9799,0
33,25.028,0
34,24.9547,0
35,24.9722,0
36,24.9945,0
37,25.0341,0
38,25.0066,0
39,25.0292,0
40,25.0293,0
41,25.0803,0
42,25.0935,0
43,24.9615,0
44,24.9626,0
45,25.1019,0
46,25.1256,0
47,25.1476,0
48,25.0128,0
49,24.982,0
50,25.0321,0
51,24.8889,0
52,25.0828,0
53,24.9773,0
54,24.9601,0
55,24.9922,0
56,25.104,0
57,24.9536,0
58,24.9069,0
59,24.9771,0
60,24.8669,0
61,25.0126,0
62,24.9737,0
63,25.036,0
64,24.9965,0
65,25.001,0
66,25.0072,0
67,25.0751,0
68,25.052,0
69,25.0148,0
70,25.0504,0
71,24.9853,0
72,25.1034,0
73,25.1328,0
74,24.9812,0
75,24.9443,0
76,24.8896,0
77,25.0744,0
78,24.9319,0
79,24.9895,0
80,24.9488,0
81,25.0004,0
82,25.0952,0
83,25.0286,0
84,24.9958,0
85,24.9384,0
86,24.9299,0
87,25.0273,0
88,24.9682,0
89,24.8776,0
90,24.9375,0
91,24.9548,0
92,25.0705,0
93,25.049,0
94,25.0683,0
95,24.9266,0
96,25.1071,0
97,24.9302,0
98,24.9592,0
99,24.961,0
100,24.9859,0
101,24.9856,0
102,24.9429,0
103,25.0122,0
104,24.9988,0
105,25.0106,0
106,25.0445,0
107,25.0428,0
108,25.0007,0
109,25.0021,0
110,24.9991,0
111,24.9462,0
112,24.9807,0
113,24.902,0
114,24.9393,0
115,25.1803,0
116,24.9062,0
117,24.9516,0
118,25.1082,0
119,25.1334,0
120,24.9856,0
121,24.9981,0
122,24.932,0
123,25.0577,0
124,25.0613,0
125,24.9781,0
126,25.0438,0
127,24.9209,0
128,25.1576,0
129,25.0533,0
130,25.0229,0
131,25.0168,0
132,24.9567,0
133,25.0237,0
134,25.0295,0
135,24.9509,0
136,25.0625,0
137,24.969,0
138,24.9878,0
139,25.0256,0
140,25.0213,0
141,24.999,0
142,25.0063,0
143,24.9147,0
144,24.984,0
145,25.1156,0
146,24.9894,0
147,24.9484,0
148,24.9159,0
149,24.9355,0
150,25.0093,0
151,24.9876,0
152,25.043,0
153,24.9908,0
154,24.9689,0
155,25.0018,0
156,25.0382,0
157,25.0956,0
158,25.0322,0
159,25.0314,0
160,24.9383,0
161,25.0391,0
162,24.9156,0
163,24.8946,0
164,25.1089,0
165,25.0407,0
166,25.0592,0
167,24.9333,0
168,25.0187,0
169,24.9579,0
170,24.9219,0
171,25.0568,0
172,25.011,0
173,24.9767,0
174,24.984,0
175,24.9073,0
176,25.1606,0
177,25.1262,0
178,24.9811,0
179,25.0757,0
180,25.0179,0
181,25.0113,0
182,24.863,0
183,24.9488,0
184,25.0151,0
185,25.0429,0
186,24.9818,0
187,24.9415,0
188,24.9972,0
189,25.047,0
190,25.0426,0
191,24.9092,0
192,24.9993,0
193,25.0009,0
194,24.8553,0
195,25.0862,0
196,24.9949,0
197,25.0215,0
198,25.0646,0
199,24.9353,0
200,25.0236,0
201,24.9765,0
202,24.9539,0
203,24.9905,0
204,25.1433,0
205,25.0242,0
206,25.0489,0
207,24.9823,0
208,25.1292,0
209,25.0032,0
210,25.0214,0
211,24.9534,0
212,24.9427,0
213,25.0683,0
214,25.0633,0
215,25.0448,0
216,24.9726,0
217,24.9685,0
218,25.0095,0
219,24.9306,0
220,24.9607,0
221,25.0451,0
222,25.0498,0
223,24.9088,0
224,25.0546,0
225,24.8844,0
226,25.0389,0
227,24.9844,0
228,25.0198,0
229,25.0639,0
230,24.9445,0
231,24.9631,0
232,24.9555,0
233,24.9301,0
234,24.9549,0
235,24.959,0
236,25.0586,0
237,25.0186,0
238,25.065,0
239,24.9077,0
240,25.0427,0
241,25.0343,0
242,25.0131,0
243,24.9226,0
244,24.9534,0
245,24.9783,0
246,24.9923,0
247,25.0334,0
248,25.0307,0
249,25.047,0
250,25.0537,0
251,24.9182,0
252,25.0505,0
253,24.9974,0
254,24.9692,0
255,25.0642,0
256,25.0422,0
257,24.8984,0
258,24.988,0
259,25.0128,0
260,25.0071,0
261,24.9722,0
262,25.0929,0
263,24.9587,0
264,25.0306,0
265,25.0823,0
266,25.0863,0
267,25.0171,0
268,25.0183,0
269,25.0163,0
270,24.9373,0
271,25.0082,0
272,25.0468,0
273,24.9978,0
274,24.9454,0
275,25.0205,0
276,24.9183,0
277,24.9639,0
278,25.0118,0
279,25.0386,0
280,25.0492,0
281,24.9985,0
282,24.9718,0
283,25.0263,0
284,25.0159,0
285,25.0849,0
